policy_id,sub_sector,region,policy_year,premium_usd,had_claim,n_claims,total_loss,bi_loss,log_revenue,cyber_control_score,vendor_control_pressure,prior_incident_score,limit_mm,retention_mm,predicted_claim_probability,expected_claim_frequency,expected_claim_severity,pure_premium,technical_premium_template,premium_gap,indicated_to_current_ratio,actual_loss_ratio,simulated_VaR_95,simulated_VaR_99,risk_adjusted_technical_premium
POL-2020247,Community Bank,Midwest,2022,101522,1,1.0,55628.0,13457.0,4.225372824628505,0.727,11.25,0.0,10,0.488,0.26156,0.26138,655230.08,171264.84,380588.54,279066.54,3.74883,0.54794,1143221.6638818027,2043215.1520606135,482749.2976030307
POL-2020248,Broker-Dealer,West,2023,463768,0,0.0,0.0,0.0,6.106800145787886,0.65925,6.875,0.0,5,0.177,0.14011,0.14001,3040021.89,425642.3,945871.77,482103.77,2.03954,0.0,3240958.099177225,5000000.0,1195871.77
POL-2020249,Community Bank,Southwest,2024,64757,0,0.0,0.0,0.0,4.273884476054178,0.27025,26.25,0.6931471805599453,5,0.156,0.30126,0.30105,137510.87,41398.29,91996.21,27239.21,1.42064,0.0,220873.33906085798,433998.02993082814,113696.11149654142
POL-2020250,Community Bank,Midwest,2023,33060,0,0.0,0.0,0.0,4.130354999745133,0.6335,1.6666666666666667,0.0,2,0.075,0.19506,0.19493,428110.54,83450.08,185444.63,152384.63,5.60934,0.0,608847.0170621215,1184231.5481048482,244656.20740524243
POL-2020251,Community Bank,National,2024,306592,0,0.0,0.0,0.0,4.864452783918174,0.9420000000000001,6.595744680851065,0.0,25,0.679,0.13082,0.13073,2765582.4,361553.73,803452.74,496860.74,2.62059,0.0,2668183.385448414,6280688.079125061,1117487.143956253
POL-2020252,Insurance Carrier,Southeast,2023,1564935,0,0.0,0.0,0.0,7.8950262395733395,0.7115,3.4285714285714284,0.0,2,0.062,0.08217,0.08212,1968622.77,161659.13,359242.52,-1205692.48,0.22956,0.0,906372.0624791636,2000000.0,459242.52
POL-2020253,Fintech-Payments,West,2020,513831,0,0.0,0.0,0.0,5.305789381386738,0.38725000000000004,6.666666666666666,0.0,10,0.132,0.27396,0.27377,2314486.09,633644.18,1408098.18,894267.18,2.74039,0.0,3886729.1382385558,7667648.320516977,1791480.5960258488
POL-2020254,Investment Bank,Northeast,2020,28556780,0,0.0,0.0,0.0,8.47024832363969,0.864,12.63157894736842,0.6931471805599453,50,0.644,0.15866,0.15855,978872.35,155203.04,344895.64,-28211884.36,0.01208,0.0,1263580.1752279513,2823145.980144449,486052.9390072225
POL-2020255,Broker-Dealer,Midwest,2020,3461965,0,0.0,0.0,0.0,7.299256680072915,0.93575,4.255319148936171,0.0,15,0.138,0.06272,0.06268,31416990.1,1969147.5,4375883.34,913918.34,1.26399,0.0,9020170.817304408,15000000.0,5125883.34
POL-2020256,Community Bank,Southwest,2024,141516,0,0.0,0.0,0.0,4.241326752570746,0.6415,7.857142857142857,0.0,15,0.478,0.11534,0.11526,398231.35,45899.68,101999.3,-39516.7,0.72076,0.0,366603.7189769748,806271.0335025899,142312.8516751295
POL-2020257,Insurance Carrier,Southwest,2021,2498911,0,0.0,0.0,0.0,7.393632257384163,0.5635,20.52631578947368,0.0,10,0.279,0.07473,0.07468,526226.54,39296.36,87325.24,-2411585.76,0.03495,0.0,405100.7585723806,1077578.9345053325,141204.18672526663
POL-2020258,Regional Bank,Midwest,2022,1301072,0,0.0,0.0,0.0,6.270610288537476,0.708,11.944444444444445,0.0,25,0.809,0.20717,0.20703,1610525.43,333427.94,740950.99,-560121.01,0.56949,0.0,2562826.024582614,5254126.3521819245,1003657.3076090962
POL-2020259,Community Bank,Midwest,2022,100630,0,0.0,0.0,0.0,4.09933210373314,0.8642500000000001,38.1578947368421,0.0,15,0.702,0.14642,0.14632,2409280.72,352522.87,783384.16,682754.16,7.7848,0.0,2140944.8892698428,5667976.393192322,1066782.979659616
POL-2020260,Custodian Bank,Southwest,2021,54464495,0,0.0,0.0,0.0,8.981405080870163,0.7475,9.347826086956523,0.0,100,1.929,0.0802,0.08015,753104.62,60358.7,134130.45,-54330364.55,0.00246,0.0,331310.3736123578,1508231.8516978093,209542.0425848905
POL-2020261,Community Bank,Southwest,2023,87365,0,0.0,0.0,0.0,4.005513348515485,0.5505,9.565217391304346,0.6931471805599453,15,0.374,0.24709,0.24692,386429.78,95416.51,212036.7,124671.7,2.42702,0.0,643308.93890706,1044535.922001406,264263.4961000703
POL-2020262,Community Bank,Midwest,2020,72876,0,0.0,0.0,0.0,3.3945083935113587,0.86275,12.307692307692308,0.0,25,0.655,0.13223,0.13214,406878.86,53766.15,119480.34,46604.34,1.6395,0.0,483863.0351673334,972089.1896957819,168084.79948478908
POL-2020263,Fintech-Lending,Southwest,2024,646287,1,1.0,324322.0,1321.0,5.741720313996593,0.779,28.27586206896552,0.0,10,0.235,0.12466,0.12458,2208932.61,275182.83,611517.4,-34769.6,0.9462,0.50182,1873919.2819347875,4997756.986771753,861405.2493385877
POL-2020264,Asset Manager,Midwest,2021,2824331,1,1.0,8607489.0,4892589.0,6.934786618033168,0.85925,8.157894736842104,0.6931471805599453,25,0.449,0.18587,0.18574,3774316.05,701044.33,1557876.3,-1266454.7,0.55159,3.04762,5438960.330024314,11817500.997250367,2148751.3498625183
POL-2020265,National Bank,Southwest,2021,102801236,1,1.0,8181302.0,4055018.0,10.023419388976704,0.7312500000000001,17.083333333333336,0.6931471805599453,50,1.149,0.11291,0.11284,1460814.7,164831.43,366292.07,-102434943.93,0.00356,0.07958,1331921.351170125,3122249.4481950686,522404.5424097534
POL-2020266,Credit Union,Southeast,2021,73252,0,0.0,0.0,0.0,4.215086179918229,0.66775,5.277777777777778,1.0986122886681098,10,0.382,0.13343,0.13334,1082633.82,144355.99,320791.08,247539.08,4.37928,0.0,1052150.504073864,2679561.35388504,454769.147694252
POL-2020267,Fintech-Lending,West,2020,134091,0,0.0,0.0,0.0,5.269403356383394,0.77425,12.702702702702702,0.0,2,0.041,0.27238,0.2722,1871143.76,509316.85,1131815.22,997724.22,8.44065,0.0,2000000.0,3175801.693341842,1290605.3046670922
POL-2020268,Asset Manager,Southeast,2023,129568,1,1.0,1308264.0,229097.0,5.870708345972182,0.7605000000000001,8.0,0.6931471805599453,1,0.026,0.17923,0.17911,7165001.29,1283338.15,2851862.55,2722294.55,22.01055,10.09712,1000000.0,2000000.0,2951862.55
POL-2020269,Community Bank,West,2023,366697,0,0.0,0.0,0.0,5.076423034634259,0.8350000000000001,12.162162162162161,0.0,25,1.052,0.17302,0.1729,551992.43,95438.09,212084.65,-154612.35,0.57836,0.0,644444.5577666586,1286925.3748664241,276430.9187433212
POL-2020270,Hedge Fund,Southwest,2022,259411,1,2.0,285644.0,44851.0,4.278054044290903,0.6719999999999999,42.25806451612903,0.6931471805599453,25,0.306,0.16412,0.16401,1204693.4,197580.17,439067.05,179656.05,1.69255,1.10113,1541289.5205782296,3414190.604738461,609776.5802369231
POL-2020271,Community Bank,Southwest,2020,60028,1,2.0,605603.0,7045.0,4.23410650459726,0.8095,15.333333333333334,0.0,5,0.149,0.11668,0.1166,1050559.86,122493.84,272208.52,212180.52,4.53469,10.08868,842893.9190416081,2313788.6631237953,387897.95315618976
POL-2020272,Fintech-Payments,National,2024,4530113,0,0.0,0.0,0.0,6.654925417297567,0.81325,14.0,0.0,50,0.408,0.17173,0.17161,2155056.96,369824.45,821832.11,-3708280.89,0.18142,0.0,2537031.166257449,5844467.046674581,1114055.462333729
POL-2020273,Community Bank,West,2021,82454,0,0.0,0.0,0.0,4.370712874773608,0.5887500000000001,13.928571428571427,0.6931471805599453,5,0.19,0.19325,0.19312,106716.51,20609.29,45798.43,-36655.57,0.55544,0.0,153010.97246566808,295213.6069026513,60559.11034513257
POL-2020274,Community Bank,Southwest,2022,329266,0,0.0,0.0,0.0,4.822697998516666,0.652,7.5,0.0,25,0.29,0.1707,0.17059,852320.02,145394.84,323099.65,-6166.35,0.98127,0.0,1062575.6468967672,2602966.556792796,453247.9778396398
POL-2020275,Fintech-Lending,National,2021,87867,0,0.0,0.0,0.0,4.2017030805426,0.8045000000000001,28.94736842105263,0.0,5,0.154,0.27563,0.27544,1290356.24,355414.22,789809.37,701942.37,8.98869,0.0,2148552.998282832,3793425.1444020374,979480.6272201019
POL-2020276,Community Bank,Southwest,2023,14769,0,0.0,0.0,0.0,3.9454577815143836,0.73525,24.210526315789473,0.0,1,0.05,0.15059,0.15049,774610.72,116568.43,259040.96,244271.96,17.53951,0.0,939631.2226636581,1000000.0,309040.95999999996
POL-2020277,Asset Manager,Southwest,2023,195434,1,1.0,21607.0,1993.0,6.101439400316553,0.37600000000000006,9.565217391304346,0.0,1,0.025,0.43258,0.43228,2110464.08,912314.41,2027365.36,1831931.36,10.37366,0.11056,1560023.5097145422,2007146.8771741306,2127722.7038587066
POL-2020278,National Bank,West,2023,175659299,1,1.0,262036.0,189189.0,10.110139867841276,0.8099999999999999,7.741935483870967,0.6931471805599453,100,4.669,0.09696,0.09689,1018702.63,98702.38,219338.61,-175439960.39,0.00125,0.00149,777604.0248569705,2300608.0313123935,334369.0115656197
POL-2020279,Community Bank,Northeast,2020,126841,0,0.0,0.0,0.0,4.380775852772229,0.90525,5.365853658536586,0.0,10,0.229,0.0856,0.08554,427494.27,36569.15,81264.77,-45576.23,0.64068,0.0,284920.8642987124,850756.9312234888,123802.61656117445
POL-2020280,Credit Union,Midwest,2021,61256,1,1.0,33984.0,4193.0,3.0301337002713233,0.6567500000000001,23.636363636363633,0.0,50,2.063,0.19011,0.18998,967051.87,183724.95,408277.67,347021.67,6.6651,0.55479,1507417.3251703144,2670334.9112196574,541794.4155609829
POL-2020281,Regional Bank,Southwest,2021,795683,0,0.0,0.0,0.0,6.226734278220032,0.7070000000000002,1.7391304347826084,0.6931471805599453,10,0.123,0.11548,0.1154,1108328.03,127901.6,284225.77,-511457.23,0.35721,0.0,680987.0480502911,2085277.247789196,388489.6323894598
POL-2020282,Asset Manager,National,2021,430448,0,0.0,0.0,0.0,5.748437115196633,0.6272500000000001,19.23076923076923,0.0,10,0.364,0.24598,0.24582,1999050.97,491399.65,1091999.22,661551.22,2.53689,0.0,3055810.6868167124,5346409.918127235,1359319.7159063618
POL-2020283,Investment Bank,Northeast,2021,40740718,0,0.0,0.0,0.0,9.193641722353131,0.6987500000000001,11.707317073170733,0.6931471805599453,25,0.882,0.19893,0.19879,3010956.39,598550.07,1330111.26,-39410606.74,0.03265,0.0,4051994.922398149,8899983.015048346,1775110.4107524173
POL-2020284,Fintech-Payments,West,2021,550121,1,1.0,4148.0,898.0,6.324179734851483,0.7905000000000001,78.84615384615384,0.6931471805599453,2,0.062,0.18446,0.18433,140258.62,25854.07,57453.49,-492667.51,0.10444,0.00754,205667.2887113004,396253.4780063787,77266.16390031893
POL-2020285,National Bank,National,2021,289932991,0,0.0,0.0,0.0,10.014639763898263,0.80075,15.135135135135135,0.6931471805599453,250,10.512,0.13261,0.13252,4508530.1,597477.72,1327728.27,-288605262.73,0.00458,0.0,5420643.43477045,10890183.494047204,1872237.4447023603
POL-2020286,Insurance Carrier,Southeast,2024,86679161,0,0.0,0.0,0.0,9.033125752550372,0.70775,8.571428571428571,0.0,250,7.723,0.11431,0.11424,2783919.89,318021.45,706714.33,-85972446.67,0.00815,0.0,2241255.2735774023,5558075.877081065,984618.1238540532
POL-2020287,Hedge Fund,National,2024,857319,0,0.0,0.0,0.0,6.401917196727186,0.6695,18.484848484848484,0.0,5,0.035,0.31167,0.31146,6564872.23,2044693.48,4543763.3,3686444.3,5.29997,0.0,5000000.0,10000000.0,5043763.3
POL-2020288,Community Bank,Southwest,2023,28652,0,0.0,0.0,0.0,4.407938016458383,0.724,14.50980392156863,0.0,1,0.025,0.0968,0.09673,204272.46,19759.03,43908.95,15256.95,1.53249,0.0,150610.65259614508,384705.77674492553,63144.238837246274
POL-2020289,Regional Bank,Midwest,2020,475836,0,0.0,0.0,0.0,6.568779912142806,0.60025,13.428571428571429,0.6931471805599453,2,0.041,0.40402,0.40374,338118.47,136513.16,303362.57,-172473.43,0.63754,0.0,704155.9964303211,1132025.9249288624,359963.8662464431
POL-2020290,Fintech-Payments,Northeast,2020,232091,0,0.0,0.0,0.0,6.181878273799273,0.6015,16.666666666666664,0.0,1,0.025,0.26117,0.261,216331.02,56461.39,125469.76,-106621.24,0.54061,0.0,336464.3129518098,616634.1267250123,156301.4663362506
POL-2020291,Community Bank,National,2024,178407,0,0.0,0.0,0.0,4.757891273005756,0.8375,4.615384615384616,0.0,15,0.306,0.18012,0.17999,4204295.83,756752.05,1681671.22,1503264.22,9.42604,0.0,5500931.919712738,12113103.838690061,2287326.411934503
POL-2020292,Community Bank,Southwest,2024,19633,0,0.0,0.0,0.0,3.822098297900159,0.918,12.926829268292684,0.0,2,0.033,0.06822,0.06818,528530.67,36034.16,80075.91,60442.91,4.07864,0.0,225509.2681117567,1016759.6478983151,130913.89239491576
POL-2020293,Credit Union,Southwest,2021,16417,0,0.0,0.0,0.0,4.07753744390572,0.80075,8.88888888888889,0.0,1,0.025,0.16068,0.16057,312483.7,50175.05,111500.1,95083.1,6.79175,0.0,437453.8635620392,759967.6636528716,149498.4831826436
POL-2020294,Broker-Dealer,Midwest,2021,4262567,0,0.0,0.0,0.0,7.567552479860528,0.7132500000000002,3.488372093023256,0.6931471805599453,15,0.535,0.11144,0.11136,12592720.85,1402324.37,3116276.38,-1146290.62,0.73108,0.0,11479286.707942395,15000000.0,3866276.38
POL-2020295,Community Bank,National,2022,243350,0,0.0,0.0,0.0,4.804840381116659,0.7895,56.45161290322581,0.0,25,0.335,0.08747,0.08741,406193.39,35504.77,78899.5,-164450.5,0.32422,0.0,239617.86655066934,793168.008056602,118557.9004028301
POL-2020296,Asset Manager,Midwest,2022,6465223,0,0.0,0.0,0.0,8.329247850751992,0.7322500000000001,6.956521739130434,0.0,10,0.294,0.2265,0.22635,3830404.27,867001.92,1926670.94,-4538552.06,0.29801,0.0,6346954.847396769,10000000.0,2426670.94
POL-2020297,National Bank,National,2022,108508395,0,0.0,0.0,0.0,10.40436889543065,0.73675,10.526315789473683,0.0,25,1.036,0.21654,0.2164,6187542.32,1338960.12,2975466.93,-105532928.07,0.02742,0.0,7593010.147813268,14234759.290903991,3687204.8945452
POL-2020298,Community Bank,Northeast,2023,1340333,0,0.0,0.0,0.0,5.43197375136071,0.7855000000000001,7.435897435897436,0.0,100,3.949,0.11913,0.11905,579232.47,68956.78,153237.3,-1187095.7,0.11433,0.0,555381.7564337495,1220526.8618792736,214263.64309396368
POL-2020299,Credit Union,Midwest,2022,20479,1,1.0,319153.0,44826.0,4.191168746857641,0.7712500000000001,6.521739130434782,0.0,1,0.049,0.1718,0.17168,767093.36,131696.32,292658.48,272179.48,14.29066,15.5844,1000000.0,1161707.741710354,350743.8670855177
POL-2020300,Community Bank,Midwest,2024,10300,0,0.0,0.0,0.0,3.370738174177447,0.83,19.18918918918919,0.0,1,0.025,0.13384,0.13375,855642.91,114442.95,254317.67,244017.67,24.69104,0.0,1000000.0,1000000.0,304317.67000000004
POL-2020301,Regional Bank,Southwest,2021,1761562,0,0.0,0.0,0.0,6.5297107664499645,0.62675,4.11764705882353,0.6931471805599453,25,0.779,0.17117,0.17105,2337274.14,399793.25,888429.45,-873132.55,0.50434,0.0,3136035.7907332093,6275121.373215988,1202185.5186607994
POL-2020302,Fintech-Payments,Northeast,2024,392499,0,0.0,0.0,0.0,6.674813885187817,0.617,6.774193548387097,0.0,1,0.029,0.18829,0.18816,345122.85,64939.3,144309.55,-248189.45,0.36767,0.0,442353.08186130243,923253.8947738063,190472.24473869032
POL-2020303,Insurance Carrier,National,2020,3621404,1,1.0,37263.0,21467.0,7.370041707083466,0.85325,28.421052631578945,0.0,25,1.057,0.1775,0.17738,3272484.35,580458.21,1289907.13,-2331496.87,0.35619,0.01029,4559531.204065427,9502863.116599787,1765050.2858299892
POL-2020304,Community Bank,Northeast,2023,96310,0,0.0,0.0,0.0,3.8815637979434374,0.6375,1.4285714285714284,0.0,15,0.467,0.15022,0.15011,1424365.62,213818.63,475152.5,378842.5,4.93357,0.0,1371532.7481811815,3652338.4141001287,657769.4207050065
POL-2020305,Asset Manager,West,2020,1935133,0,0.0,0.0,0.0,7.303439375235196,0.6755,8.4375,0.6931471805599453,10,0.221,0.31169,0.31148,729826.44,227327.49,505172.19,-1429960.81,0.26105,0.0,1432466.7335978935,2640293.2958048736,637186.8547902437
POL-2020306,Community Bank,Midwest,2022,155833,0,0.0,0.0,0.0,5.040841136153322,0.7144999999999999,12.63157894736842,0.0,5,0.15,0.21096,0.21081,947534.35,199754.27,443898.37,288065.37,2.84855,0.0,1347738.5220801386,2955237.06752653,591660.2233763265
POL-2020307,Regional Bank,Southwest,2024,609642,0,0.0,0.0,0.0,7.112164432240096,0.854,10.571428571428571,0.0,2,0.027,0.19338,0.19325,1039150.53,200817.63,446261.4,-163380.6,0.73201,0.0,1368495.2911635982,2000000.0,546261.4
POL-2020308,Fintech-Payments,Northeast,2023,365893,1,1.0,177707.0,16203.0,5.652489180268651,0.8502500000000001,0.8571428571428571,0.0,5,0.112,0.14749,0.14739,405699.38,59795.05,132877.88,-233015.12,0.36316,0.48568,415712.3401467481,1010479.5442461263,183401.85721230632
POL-2020309,Insurance Carrier,Southeast,2024,10263050,0,0.0,0.0,0.0,8.135259045834438,0.71275,9.5,0.0,25,0.762,0.10419,0.10412,2525518.99,262955.91,584346.47,-9678703.53,0.05694,0.0,2310019.471798064,4965951.13653369,832644.0268266845
POL-2020310,National Bank,Southwest,2020,42345981,0,0.0,0.0,0.0,8.921057018157429,0.9442499999999999,14.69387755102041,0.0,50,1.056,0.05993,0.05988,11465058.58,686578.3,1525729.57,-40820251.43,0.03603,0.0,3294417.888564956,21248186.53329462,2588138.896664731
POL-2020311,Regional Bank,Southeast,2020,244541,0,0.0,0.0,0.0,6.517375808292013,0.71075,5.952380952380953,0.0,1,0.038,0.14539,0.14529,987739.47,143511.21,318913.8,74372.8,1.30413,0.0,1000000.0,1000000.0,368913.8
POL-2020312,Broker-Dealer,Northeast,2024,2336259,0,0.0,0.0,0.0,6.025141073467366,0.6070000000000001,12.142857142857142,0.6931471805599453,50,2.01,0.10505,0.10498,1119781.0,117554.88,261233.06,-2075025.94,0.11182,0.0,977697.2846071486,2554297.8048788304,388947.9502439415
POL-2020313,Regional Bank,Southeast,2022,8316433,0,0.0,0.0,0.0,7.097217943927458,0.82425,10.789473684210526,0.6931471805599453,100,4.119,0.20208,0.20194,9554425.5,1929431.19,4287624.86,-4028808.14,0.51556,0.0,13228471.729230685,27744112.60053938,5674830.490026969
POL-2020314,Regional Bank,Midwest,2023,73282,0,0.0,0.0,0.0,4.960744524482791,0.7247500000000001,28.13953488372093,0.0,2,0.025,0.20432,0.20418,2130511.82,435012.14,966693.64,893411.64,13.19142,0.0,2000000.0,3074786.9554771516,1120432.9877738575
POL-2020315,Broker-Dealer,Midwest,2021,472320,0,0.0,0.0,0.0,5.5254529391317835,0.8842500000000001,3.076923076923077,0.6931471805599453,10,0.299,0.07852,0.07846,8824743.59,692431.65,1538736.99,1066416.99,3.25783,0.0,4428890.440673393,10000000.0,2038736.99
POL-2020316,Fintech-Lending,Northeast,2024,12749118,0,0.0,0.0,0.0,6.426002902701853,0.60425,145.625,0.6931471805599453,500,5.497,0.32749,0.32726,40502.19,13254.79,29455.08,-12719662.92,0.00231,0.0,85068.63911954155,139421.23510271736,36426.14175513587
POL-2020317,Hedge Fund,Northeast,2023,614010,0,0.0,0.0,0.0,5.740435792304236,0.76225,10.909090909090908,0.0,10,0.128,0.22053,0.22037,290084.37,63927.16,142060.35,-471949.65,0.23136,0.0,483918.1695574588,868775.9411047718,185499.1470552386
POL-2020318,Fintech-Payments,Midwest,2022,9940426,0,0.0,0.0,0.0,5.991464547107982,0.44525000000000003,27.857142857142854,0.0,500,22.54,0.25715,0.25697,9441798.53,2426296.75,5391770.55,-4548655.45,0.54241,0.0,14522893.129038941,26591203.776215218,6721330.738810761
POL-2020319,Regional Bank,Southeast,2021,1080441,0,0.0,0.0,0.0,5.978125982668802,0.5395000000000001,7.0,0.0,25,0.75,0.23775,0.23758,11902662.02,2827870.12,6284155.82,5203714.82,5.81629,0.0,19680653.141451832,25014291.705374658,7534870.405268733
POL-2020320,Fintech-Lending,National,2021,335079,0,0.0,0.0,0.0,5.418320158942733,0.6104999999999999,6.486486486486486,1.0986122886681098,5,0.028,0.2223,0.22215,2363808.86,525112.75,1166917.22,831838.22,3.48251,0.0,4352738.9696167065,5228211.963669911,1428327.8181834957
POL-2020321,Insurance Carrier,Southwest,2024,4955848,1,1.0,520873.0,27887.0,8.178694903738998,0.8315,6.75,0.0,10,0.165,0.1092,0.10913,3707942.32,404638.48,899196.63,-4056651.37,0.18144,0.1051,2722085.5217022705,8801196.590605188,1339256.4595302595
POL-2020322,Regional Bank,Northeast,2021,410836,1,1.0,67555.0,15366.0,6.922052583682961,0.8285000000000001,7.1875,0.0,1,0.049,0.16508,0.16496,960800.21,158496.69,352214.86,-58621.14,0.85731,0.16443,1000000.0,1162120.9476808899,410320.9073840445
POL-2020323,Insurance Carrier,Northeast,2022,2139271,0,0.0,0.0,0.0,8.309455360251876,0.45525000000000004,23.928571428571427,0.0,2,0.062,0.34534,0.3451,1773395.32,611998.29,1359996.2,-779274.8,0.63573,0.0,2000000.0,3153507.803291491,1517671.5901645746
POL-2020324,National Bank,Southeast,2023,59955892,0,0.0,0.0,0.0,9.052773864847754,0.6519999999999999,6.333333333333333,0.0,100,4.592,0.0994,0.09934,12215978.99,1213483.22,2696629.38,-57259262.62,0.04498,0.0,8832191.053150497,21906195.78770236,3791939.169385118
POL-2020325,Broker-Dealer,West,2021,1422382,0,0.0,0.0,0.0,6.290642784698189,0.559,16.956521739130434,0.0,15,0.279,0.17206,0.17194,1627150.22,279768.04,621706.77,-800675.23,0.43709,0.0,2165008.4094570447,4426166.98057215,843015.1190286075
POL-2020326,Community Bank,West,2021,835157,0,0.0,0.0,0.0,5.093750200806762,0.7052500000000002,48.5,0.0,100,1.04,0.19877,0.19863,241719.53,48013.15,106695.89,-728461.11,0.12776,0.0,311783.8471435259,671526.8024199378,140272.2301209969
POL-2020327,Credit Union,Southwest,2021,24961,0,0.0,0.0,0.0,4.021773869387265,0.77375,18.333333333333332,0.0,2,0.071,0.13349,0.1334,306202.92,40848.26,90773.91,65812.91,3.63663,0.0,304140.449961927,757424.4659220604,128645.13329610303
POL-2020328,Custodian Bank,Northeast,2021,36680151,0,0.0,0.0,0.0,8.66345569839449,0.8605000000000002,10.232558139534884,0.6931471805599453,100,2.8,0.07136,0.07131,353212.31,25186.44,55969.86,-36624181.14,0.00153,0.0,121790.01475700928,781086.5597641453,95024.18798820727
POL-2020329,Community Bank,National,2020,19922,0,0.0,0.0,0.0,4.231203744939298,0.5475,29.615384615384613,0.0,1,0.045,0.29409,0.29388,301509.29,88608.95,196908.78,176986.78,9.88399,0.0,533061.9570807001,941893.6561189012,244003.46280594508
POL-2020330,National Bank,Southwest,2024,93925008,0,0.0,0.0,0.0,9.91787357569883,0.84075,9.761904761904763,0.0,50,2.446,0.09178,0.09171,4597855.51,421683.2,937073.78,-92987934.22,0.00998,0.0,3374765.2658252656,9331121.585318334,1403629.8592659167
POL-2020331,Credit Union,Southeast,2020,267980,0,0.0,0.0,0.0,4.399375273008495,0.817,4.081632653061225,0.0,50,1.59,0.07943,0.07937,817010.94,64848.25,144107.22,-123872.78,0.53775,0.0,435918.49844316376,1781779.4922511627,233196.19461255815
POL-2020332,Regional Bank,National,2024,1347419,0,0.0,0.0,0.0,6.501740019568492,0.61025,21.379310344827587,1.0986122886681098,15,0.292,0.27518,0.275,2761708.56,759458.21,1687684.91,340265.91,1.25253,0.0,3972400.2703302936,8015505.009515941,2088460.160475797
POL-2020333,Regional Bank,National,2021,1324418,1,1.0,1923956.0,1232800.0,6.540741357248225,0.8252500000000002,1.25,0.0,15,0.702,0.10256,0.10249,2031154.53,208168.54,462596.75,-861821.25,0.34928,1.45268,2211355.9014483783,4566640.197581623,690928.7598790812
POL-2020334,Hedge Fund,National,2023,370044,0,0.0,0.0,0.0,5.69608626802173,0.9462499999999999,7.446808510638299,0.0,5,0.206,0.15045,0.15035,885202.57,133087.95,295751.01,-74292.99,0.79923,0.0,1004712.2994337424,2173883.285481504,404445.1742740752
POL-2020335,Community Bank,Southwest,2022,241884,0,0.0,0.0,0.0,4.509760001183433,0.6075,5.357142857142857,0.0,25,1.241,0.07412,0.07407,342983.85,25403.44,56452.09,-185431.91,0.23338,0.0,186372.01445834714,798759.3315807702,96390.0565790385
POL-2020336,Broker-Dealer,Northeast,2023,1543084,1,1.0,2054050.0,473233.0,5.925591802957274,0.7672500000000001,2.6666666666666665,0.0,50,0.776,0.06927,0.06922,6770390.81,468653.08,1041451.3,-501632.7,0.67492,1.33113,3059819.132644097,13263541.698789177,1704628.384939459
POL-2020337,Fintech-Lending,Northeast,2024,435857,0,0.0,0.0,0.0,4.930870325627393,0.6799999999999999,3.888888888888889,0.0,25,1.198,0.09368,0.09361,431551.11,40399.26,89776.12,-346080.88,0.20598,0.0,342427.4318150371,888725.7628616324,134212.40814308161
POL-2020338,Investment Bank,West,2024,93120353,1,1.0,640377.0,208175.0,8.899485198557949,0.7607499999999999,15.294117647058824,1.0986122886681098,250,7.377,0.11264,0.11256,3937385.99,443199.26,984887.24,-92135465.76,0.01058,0.00688,4293741.154607956,9874821.241603125,1478628.3020801563
POL-2020339,Community Bank,Northeast,2023,69995,0,0.0,0.0,0.0,3.9852734671677386,0.6125,4.8,0.6931471805599453,10,0.18,0.18109,0.18097,437742.68,79218.4,176040.89,106045.89,2.51505,0.0,663685.365191975,1165437.957832611,234312.78789163055
POL-2020340,Custodian Bank,Southwest,2021,3834302,0,0.0,0.0,0.0,8.267705664762426,0.8370000000000001,4.7368421052631575,0.0,5,0.148,0.04387,0.04384,454402.33,19922.78,44272.85,-3790029.15,0.01155,0.0,0.0,751691.0145864363,81857.40072932182
POL-2020341,Credit Union,West,2020,81764,1,1.0,13796.0,0.0,4.192680462942962,0.7217499999999999,11.38888888888889,0.6931471805599453,10,0.492,0.27316,0.27297,345615.96,94342.14,209649.19,127885.19,2.56408,0.16873,673375.2467706623,1236274.345356418,271462.9072678209
POL-2020342,Regional Bank,Southwest,2024,2687000,1,1.0,3353255.0,779963.0,6.967626676019528,0.76825,4.814814814814815,0.0,25,0.84,0.17828,0.17816,4003463.6,713241.16,1584980.35,-1102019.65,0.58987,1.24795,5220316.837468788,11465441.327273456,2158252.416363673
POL-2020343,Credit Union,Midwest,2020,99714,0,0.0,0.0,0.0,3.8543938925915096,0.5885,28.0,0.0,25,0.908,0.20949,0.20935,1506408.81,315360.52,700801.16,601087.16,7.02811,0.0,2024843.071598266,3928175.824121405,897209.9512060703
POL-2020344,Community Bank,Midwest,2023,57282,1,1.0,850970.0,124242.0,3.711130063048756,0.65675,24.848484848484848,0.0,10,0.075,0.1683,0.16819,611381.39,102825.93,228502.07,171220.07,3.98907,14.8558,835650.1555441952,1747674.6442326875,315885.8022116344
POL-2020345,Investment Bank,Midwest,2023,4571393,0,0.0,0.0,0.0,8.479200523906142,0.51175,13.5,0.0,2,0.025,0.30472,0.30451,887060.75,270118.43,600263.17,-3971129.83,0.13131,0.0,1548990.0625845718,2007996.493487985,700662.9946743993
POL-2020346,Community Bank,Southeast,2023,32204,0,0.0,0.0,0.0,4.455509411433685,0.7042499999999999,27.89473684210526,1.0986122886681098,1,0.025,0.15467,0.15456,1625925.61,251309.1,558464.68,526260.68,17.34147,0.0,1000000.0,1299340.4041680463,623431.7002084024
