policy_id,sub_sector,region,policy_year,premium_usd,had_claim,n_claims,total_loss,bi_loss,log_revenue,cyber_control_score,vendor_control_pressure,prior_incident_score,limit_mm,retention_mm,predicted_claim_probability,expected_claim_frequency,expected_claim_severity,pure_premium,technical_premium_template,premium_gap,indicated_to_current_ratio,actual_loss_ratio
POL-2020402,Fintech-Payments,Southwest,2022,176962,0,0.0,0.0,0.0,5.855358414110991,0.55925,3.0232558139534884,0.0,1,0.041,0.12,0.11992,780264.09,93567.6,207928.01,30966.01,1.17499,0.0
POL-2020403,Community Bank,West,2024,255279,0,0.0,0.0,0.0,5.063860055333554,0.5805,28.8,1.0986122886681098,15,0.499,0.22,0.21985,790426.89,173774.89,386166.43,130887.43,1.51272,0.0
POL-2020404,Insurance Carrier,National,2022,10609222,0,0.0,0.0,0.0,8.504715669905124,0.8027500000000001,39.99999999999999,1.0986122886681098,15,0.147,0.06,0.05996,1998613.38,119834.72,266299.39,-10342922.61,0.0251,0.0
POL-2020405,Insurance Carrier,Northeast,2021,5174209,0,0.0,0.0,0.0,8.281420223701886,0.7245,16.25,0.0,10,0.164,0.07,0.06995,2715636.34,189964.43,422143.18,-4752065.82,0.08159,0.0
POL-2020406,Community Bank,Northeast,2022,53363,0,0.0,0.0,0.0,3.770459441106359,0.7190000000000001,29.512195121951223,1.0986122886681098,10,0.42,0.02,0.01999,677442.93,13539.58,30087.97,-23275.03,0.56384,0.0
POL-2020407,Broker-Dealer,National,2022,722917,1,1.0,13542297.0,6500620.0,5.826589903917748,0.6060000000000001,16.153846153846153,0.0,10,0.49,0.69,0.68953,3481632.2,2400681.91,5334848.7,4611931.7,7.37961,18.73285
POL-2020408,Asset Manager,Southeast,2024,1066921,0,0.0,0.0,0.0,6.664536563236877,0.81025,6.176470588235294,0.6931471805599453,10,0.237,0.18,0.17988,916957.1,164939.31,366531.79,-700389.21,0.34354,0.0
POL-2020409,Community Bank,Northeast,2024,1971020,1,1.0,3444498.0,1807501.0,4.969813299576001,0.6604999999999999,8.23529411764706,0.0,500,6.414,0.78,0.77947,3266892.23,2546431.81,5658737.35,3687717.35,2.87097,1.74757
POL-2020410,Broker-Dealer,Northeast,2024,2077852,0,0.0,0.0,0.0,6.815310988590857,0.7172499999999999,3.513513513513513,0.6931471805599453,15,0.673,0.05,0.04997,3405367.64,170151.84,378115.2,-1699736.8,0.18197,0.0
POL-2020411,Regional Bank,Southwest,2024,889568,0,0.0,0.0,0.0,5.700777965635902,0.7795,20.3921568627451,0.0,25,1.205,0.06,0.05996,1374817.98,82432.62,183183.6,-706384.4,0.20592,0.0
POL-2020412,Asset Manager,Southeast,2020,4108386,1,1.0,761843.0,12318.0,7.789454566086673,0.5115,32.10526315789473,0.6931471805599453,10,0.249,0.19,0.18987,3374208.61,640660.83,1423690.73,-2684695.27,0.34653,0.18544
POL-2020413,Regional Bank,National,2024,1271961,0,0.0,0.0,0.0,6.128178370423804,0.784,0.6122448979591837,0.0,25,0.355,0.06,0.05996,2552872.21,153067.49,340149.98,-931811.02,0.26742,0.0
POL-2020414,Regional Bank,West,2020,1217247,0,0.0,0.0,0.0,6.2172047242694575,0.53925,13.913043478260867,0.0,25,0.647,0.2,0.19986,636605.85,127234.02,282742.28,-934504.72,0.23228,0.0
POL-2020415,Asset Manager,National,2023,407554,0,0.0,0.0,0.0,6.8719208259729205,0.7847500000000001,5.208333333333334,0.0,1,0.025,0.25,0.24983,5162981.06,1289861.8,2866359.55,2458805.55,7.03308,0.0
POL-2020416,Regional Bank,West,2020,634656,0,0.0,0.0,0.0,6.842042735616755,0.8817500000000001,2.7906976744186047,0.6931471805599453,2,0.025,0.29,0.2898,1557908.88,451484.34,1003298.53,368642.53,1.58085,0.0
POL-2020417,National Bank,Southwest,2020,46105511,0,0.0,0.0,0.0,9.199147970072033,0.5715,7.368421052631579,0.0,50,2.473,0.03,0.02998,3874196.37,116146.34,258102.98,-45847408.02,0.0056,0.0
POL-2020418,Community Bank,Northeast,2022,139279,0,0.0,0.0,0.0,3.6136169696133895,0.83025,8.23529411764706,0.0,50,0.266,0.28,0.27981,476408.63,133303.11,296229.14,156950.14,2.12688,0.0
POL-2020419,Hedge Fund,National,2020,1683869,0,0.0,0.0,0.0,6.529126824827532,0.82825,26.842105263157894,1.0986122886681098,15,0.622,0.07,0.06995,3825685.04,267614.66,594699.23,-1089169.77,0.35317,0.0
POL-2020420,Broker-Dealer,West,2022,562385,0,0.0,0.0,0.0,6.6383059747914155,0.9945,11.568627450980394,0.0,2,0.062,0.06,0.05996,8564229.73,513502.07,1141115.71,578730.71,2.02906,0.0
POL-2020421,Broker-Dealer,Midwest,2022,1690681,0,0.0,0.0,0.0,6.583547525180906,0.864,3.888888888888889,0.0,15,0.591,0.07,0.06995,9751645.16,682147.94,1515884.3,-174796.7,0.89661,0.0
POL-2020422,Community Bank,West,2020,132870,0,0.0,0.0,0.0,4.477336814478207,0.8535,9.166666666666666,0.0,10,0.164,0.19,0.18987,1181405.53,224313.41,498474.25,365604.25,3.75159,0.0
POL-2020423,Hedge Fund,National,2022,161278,0,0.0,0.0,0.0,5.660874973644924,0.745,10.0,0.0,1,0.043,0.42,0.41971,421104.7,176742.92,392762.04,231484.04,2.43531,0.0
POL-2020424,Broker-Dealer,Northeast,2022,1834876,0,0.0,0.0,0.0,7.272398392570047,0.8810000000000001,13.333333333333336,0.0,5,0.078,0.06,0.05996,1416689.3,84943.18,188762.62,-1646113.38,0.10287,0.0
POL-2020425,Community Bank,National,2021,82481,0,0.0,0.0,0.0,4.657762636107262,0.60425,18.333333333333332,0.0,5,0.196,0.07,0.06995,473874.83,33148.53,73663.41,-8817.59,0.8931,0.0
POL-2020426,Fintech-Payments,West,2024,1783772,0,0.0,0.0,0.0,6.685611228001011,0.7630000000000001,65.21739130434783,0.0,10,0.424,0.34,0.33977,318642.89,108264.43,240587.62,-1543184.38,0.13488,0.0
POL-2020427,Asset Manager,West,2021,313403,0,0.0,0.0,0.0,6.267390283861161,0.803,1.9354838709677418,0.6931471805599453,2,0.051,0.05,0.04997,2400846.85,119960.18,266578.17,-46824.83,0.85059,0.0
POL-2020428,Regional Bank,Southwest,2021,145222,1,1.0,139910.0,4162.0,5.496348217047172,0.729,9.2,0.6931471805599453,2,0.04,0.14,0.1399,413334.77,57827.26,128505.02,-16716.98,0.88489,0.96342
POL-2020429,Fintech-Lending,Northeast,2021,819651,0,0.0,0.0,0.0,6.054204576929168,0.8675,2.682926829268293,0.0,10,0.087,0.07,0.06995,963627.16,67407.73,149794.96,-669856.04,0.18275,0.0
POL-2020430,Community Bank,Southwest,2021,18029,1,1.0,149288.0,29221.0,3.742420221041966,0.56975,12.758620689655173,0.0,2,0.025,0.67,0.66954,468224.25,313495.53,696656.72,678627.72,38.6409,8.28044
POL-2020431,Broker-Dealer,Midwest,2020,881700,1,1.0,4179836.0,708547.0,6.108135853911675,0.6627500000000001,91.53846153846153,0.0,15,0.127,0.64,0.63956,6016914.48,3848189.52,8551532.27,7669832.27,9.69891,4.74066
POL-2020432,Broker-Dealer,Southwest,2022,2504649,0,0.0,0.0,0.0,6.245525201056913,0.878,10.975609756097562,0.0,50,0.628,0.04,0.03997,3229568.75,129094.33,286876.29,-2217772.71,0.11454,0.0
POL-2020433,Fintech-Lending,Southwest,2023,185278,1,1.0,386388.0,89319.0,5.929057086979365,0.7660000000000001,14.642857142857142,0.6931471805599453,1,0.025,0.76,0.75948,405635.24,308071.77,684603.94,499325.94,3.69501,2.08545
POL-2020434,Community Bank,National,2021,300788,0,0.0,0.0,0.0,5.909169304381152,0.6985000000000001,2.8205128205128207,0.0,5,0.063,0.2,0.19986,1647101.86,329194.9,731544.21,430756.21,2.43209,0.0
POL-2020435,Asset Manager,Northeast,2023,1638760,0,0.0,0.0,0.0,7.064075033237091,0.6869999999999999,18.46153846153846,0.0,10,0.339,0.29,0.2898,413238.33,119757.09,266126.87,-1372633.13,0.1624,0.0
POL-2020436,Broker-Dealer,West,2020,152332,1,2.0,149238.0,3825.0,5.832468815617524,0.7315,7.916666666666667,0.6931471805599453,1,0.025,0.29,0.2898,8132427.03,2356789.6,5237310.22,5084978.22,34.38089,0.97969
POL-2020437,Regional Bank,Southwest,2022,535319,1,1.0,110375.0,30091.0,6.227721737567575,0.6692499999999999,4.482758620689656,0.6931471805599453,5,0.049,0.69,0.68953,904204.03,623473.74,1385497.21,850178.21,2.58817,0.20619
POL-2020438,Fintech-Payments,National,2021,518138,1,1.0,917127.0,161047.0,5.285738584341177,0.654,11.891891891891891,0.6931471805599453,10,0.452,0.7,0.69952,860606.21,602012.01,1337804.47,819666.47,2.58195,1.77004
POL-2020439,Regional Bank,West,2023,228971,0,0.0,0.0,0.0,6.151029116779321,0.63975,9.666666666666666,0.6931471805599453,2,0.04,0.05,0.04997,1337441.66,66826.31,148502.91,-80468.09,0.64857,0.0
POL-2020440,Broker-Dealer,National,2021,1031526,0,0.0,0.0,0.0,6.397596099759307,0.7512500000000001,6.734693877551021,0.0,10,0.094,0.02,0.01999,3816444.91,76276.65,169503.68,-862022.32,0.16432,0.0
POL-2020441,Regional Bank,National,2023,1331006,0,0.0,0.0,0.0,7.074455454873135,0.629,7.419354838709677,0.6931471805599453,5,0.069,0.3,0.29979,6979650.54,2092461.97,4649915.49,3318909.49,3.49353,0.0
POL-2020442,Fintech-Payments,West,2023,2743792,0,0.0,0.0,0.0,6.596599850344714,0.8517500000000001,3.333333333333334,0.0,25,1.196,0.04,0.03997,910123.22,36380.01,80844.47,-2662947.53,0.02946,0.0
POL-2020443,Fintech-Payments,Midwest,2020,1521775,0,0.0,0.0,0.0,5.549853992363464,0.8465,6.07843137254902,0.0,50,1.11,0.08,0.07995,2102477.21,168083.05,373517.89,-1148257.11,0.24545,0.0
POL-2020444,Regional Bank,National,2024,298396,1,1.0,3922047.0,2590813.0,6.625127080833035,0.7735,10.74074074074074,0.0,1,0.038,0.85,0.84942,962040.57,817174.78,1815943.95,1517547.95,6.08568,13.14377
POL-2020445,Investment Bank,West,2024,22928332,1,1.0,524653.0,19633.0,8.473784520999216,0.71375,19.25925925925926,0.0,50,1.3,0.56,0.55962,930820.96,520902.96,1157562.12,-21770769.88,0.05049,0.02288
POL-2020446,Fintech-Payments,Midwest,2023,1281963,0,0.0,0.0,0.0,6.274008441703639,0.6245,7.352941176470589,0.6931471805599453,10,0.161,0.03,0.02998,2738197.36,82089.69,182421.54,-1099541.46,0.1423,0.0
POL-2020447,National Bank,Southeast,2021,345392106,0,0.0,0.0,0.0,10.074423707588414,0.5355000000000001,10.3125,0.0,250,7.654,0.08,0.07995,2255441.54,180311.82,400692.94,-344991413.06,0.00116,0.0
POL-2020448,Fintech-Payments,Southwest,2024,697159,0,0.0,0.0,0.0,5.522260598032811,0.73075,2.0,1.0986122886681098,15,0.468,0.17,0.16988,967825.47,164417.71,365372.7,-331786.3,0.52409,0.0
POL-2020449,Asset Manager,West,2024,470573,1,1.0,150368.0,0.0,7.120040086961471,0.6932499999999999,35.588235294117645,0.6931471805599453,1,0.025,0.75,0.74949,618928.81,463878.88,1030841.96,560268.96,2.19061,0.31954
POL-2020450,Investment Bank,Southeast,2024,15166611,0,0.0,0.0,0.0,7.364293657274302,0.761,11.739130434782608,0.6931471805599453,100,2.483,0.17,0.16988,22651050.0,3848042.85,8551206.34,-6615404.66,0.56382,0.0
POL-2020451,Broker-Dealer,National,2024,516841,0,0.0,0.0,0.0,7.126006884215919,0.6492500000000001,18.18181818181818,0.0,1,0.025,0.15,0.1499,2072954.45,310730.34,690511.86,173670.86,1.33602,0.0
POL-2020452,Custodian Bank,West,2020,62057701,0,0.0,0.0,0.0,8.601626247391067,0.558,3.75,0.0,250,3.015,0.08,0.07995,2207403.99,176471.45,392158.77,-61665542.23,0.00632,0.0
POL-2020453,Credit Union,West,2024,186914,1,1.0,101963.0,0.0,4.3528552573736015,0.5662499999999999,11.470588235294118,1.0986122886681098,25,0.149,0.37,0.36975,792111.47,292880.64,650845.86,463931.86,3.48206,0.54551
POL-2020454,Broker-Dealer,West,2021,883685,0,0.0,0.0,0.0,6.135131896920395,0.7635000000000001,10.0,1.0986122886681098,10,0.136,0.24,0.23984,5107410.66,1224939.56,2722087.91,1838402.91,3.08038,0.0
POL-2020455,Community Bank,National,2020,314729,0,0.0,0.0,0.0,4.403054001865957,0.6112500000000001,26.551724137931036,0.0,50,2.43,0.19,0.18987,822542.03,156176.02,347057.81,32328.81,1.10272,0.0
POL-2020456,Insurance Carrier,Northeast,2023,57087076,0,0.0,0.0,0.0,9.582744953957857,0.58475,10.32258064516129,0.0,50,1.113,0.12,0.11992,2246535.39,269399.73,598666.06,-56488409.94,0.01049,0.0
POL-2020457,Custodian Bank,Midwest,2021,41147987,0,0.0,0.0,0.0,8.82213053175038,0.6795,10.882352941176471,1.0986122886681098,100,0.86,0.07,0.06995,3688187.04,257996.38,573325.3,-40574661.7,0.01393,0.0
POL-2020458,Fintech-Payments,Southeast,2020,1475056,0,0.0,0.0,0.0,6.310645286619134,0.7450000000000001,4.4186046511627906,0.0,10,0.377,0.05,0.04997,4412274.81,220462.74,489917.2,-985138.8,0.33213,0.0
POL-2020459,Insurance Carrier,Southeast,2021,20331476,0,0.0,0.0,0.0,8.538073668995592,0.6769999999999999,29.41176470588235,0.0,50,2.249,0.01,0.00999,1199479.32,11986.58,26636.85,-20304839.15,0.00131,0.0
POL-2020460,Broker-Dealer,West,2021,2431386,0,0.0,0.0,0.0,5.863347044327539,0.93725,6.521739130434783,1.0986122886681098,100,2.489,0.03,0.02998,10400839.84,311811.63,692914.72,-1738471.28,0.28499,0.0
POL-2020461,Community Bank,Southwest,2024,19845,1,1.0,133327.0,28922.0,3.7773481021015445,0.6497499999999999,34.0,0.0,2,0.062,0.27,0.26982,1452521.54,391912.38,870916.41,851071.41,43.88594,6.71842
POL-2020462,Investment Bank,National,2024,39005239,0,0.0,0.0,0.0,8.884527125940593,0.65725,21.818181818181817,0.0,50,0.859,0.14,0.1399,8519352.11,1191892.93,2648650.96,-36356588.04,0.06791,0.0
POL-2020463,Broker-Dealer,Midwest,2023,720946,0,0.0,0.0,0.0,6.426002902701853,0.6575,5.0,0.0,5,0.093,0.05,0.04997,3063295.46,153059.94,340133.19,-380812.81,0.47179,0.0
POL-2020464,Community Bank,Midwest,2021,14763,0,0.0,0.0,0.0,3.3603753871419,0.73375,12.413793103448276,0.0,2,0.083,0.09,0.08994,1133820.0,101973.95,226608.79,211845.79,15.34978,0.0
POL-2020465,Regional Bank,Southeast,2024,1015945,0,0.0,0.0,0.0,5.945682354452854,0.565,7.714285714285714,0.6931471805599453,25,0.543,0.06,0.05996,1651191.55,99003.68,220008.18,-795936.82,0.21656,0.0
POL-2020466,Fintech-Payments,Southwest,2021,581758,1,1.0,243303.0,0.0,7.044643531044259,0.5255000000000001,47.31707317073171,0.0,1,0.025,0.6,0.59959,270140.22,161973.19,359940.43,-221817.57,0.61871,0.41822
POL-2020467,Asset Manager,National,2022,1380210,0,0.0,0.0,0.0,7.2474366465442985,0.6145,16.896551724137932,0.0,5,0.136,0.14,0.1399,5522451.52,772614.03,1716920.06,336710.06,1.24396,0.0
POL-2020468,Asset Manager,West,2020,1389482,0,0.0,0.0,0.0,7.286328691621986,0.6742500000000001,20.76923076923077,0.6931471805599453,5,0.082,0.22,0.21985,1435302.06,315550.32,701222.94,-688259.06,0.50467,0.0
POL-2020469,National Bank,Midwest,2024,61847819,0,0.0,0.0,0.0,9.508517181520606,0.63375,3.0555555555555554,0.6931471805599453,50,0.543,0.06,0.05996,7956903.03,477087.41,1060194.24,-60787624.76,0.01714,0.0
POL-2020470,Fintech-Lending,Southeast,2023,161417,0,0.0,0.0,0.0,4.486386649998124,0.6167499999999999,15.135135135135135,0.0,10,0.295,0.07,0.06995,870188.2,60871.48,135269.96,-26147.04,0.83802,0.0
POL-2020471,Investment Bank,Midwest,2020,5863272,0,0.0,0.0,0.0,8.245515693106173,0.8290000000000001,6.0,0.6931471805599453,5,0.154,0.08,0.07995,1776610.24,142031.54,315625.64,-5547646.36,0.05383,0.0
POL-2020472,Fintech-Lending,Southwest,2022,810446,0,0.0,0.0,0.0,5.8188952817567055,0.70725,11.153846153846153,0.6931471805599453,10,0.421,0.27,0.26982,430191.9,116072.31,257938.47,-552507.53,0.31827,0.0
POL-2020473,Insurance Carrier,Southeast,2022,3289497,0,0.0,0.0,0.0,7.576507302707361,0.8697499999999999,7.368421052631579,0.0,15,0.303,0.1,0.09993,3352706.77,335041.2,744535.99,-2544961.01,0.22634,0.0
POL-2020474,Fintech-Lending,Northeast,2024,1772731,0,0.0,0.0,0.0,6.01028630134857,0.8017500000000001,2.903225806451613,0.0,25,0.662,0.04,0.03997,735733.88,29409.21,65353.8,-1707377.2,0.03687,0.0
POL-2020475,Broker-Dealer,Southeast,2023,537080,0,0.0,0.0,0.0,6.716110394727298,0.87325,6.5,0.6931471805599453,2,0.1,0.05,0.04997,2209789.27,110413.84,245364.08,-291715.92,0.45685,0.0
POL-2020476,Regional Bank,West,2022,903530,1,1.0,722912.0,387436.0,6.300235184389629,0.3065,10.4,1.0986122886681098,10,0.179,0.72,0.71951,375013.95,269825.23,599611.63,-303918.37,0.66363,0.8001
POL-2020477,Community Bank,West,2024,283664,1,1.0,264561.0,51085.0,5.120983351265121,0.801,2.3333333333333335,0.0,15,0.28,0.69,0.68953,1332151.88,918555.65,2041234.78,1757570.78,7.19596,0.93266
POL-2020478,Asset Manager,Northeast,2020,851849,0,0.0,0.0,0.0,6.655826376236174,0.5980000000000001,10.869565217391303,0.0,5,0.129,0.09,0.08994,399201.81,35903.57,79785.71,-772063.29,0.09366,0.0
POL-2020479,Regional Bank,Southwest,2022,272557,0,0.0,0.0,0.0,6.4105037752432645,0.6172500000000001,58.0,0.6931471805599453,1,0.028,0.11,0.10992,379145.35,41677.44,92616.54,-179940.46,0.33981,0.0
POL-2020480,Hedge Fund,Southeast,2020,583671,1,1.0,17839.0,3236.0,6.768378262513495,0.756,11.0,0.0,2,0.091,0.73,0.7295,257016.48,187493.61,416652.46,-167018.54,0.71385,0.03056
POL-2020481,Regional Bank,Midwest,2021,886479,0,0.0,0.0,0.0,5.673323267171493,0.7995,13.703703703703702,1.0986122886681098,25,0.38,0.16,0.15989,5154987.18,824233.41,1831629.79,945150.79,2.06619,0.0
POL-2020482,Fintech-Lending,West,2021,174222,0,0.0,0.0,0.0,5.479388141440339,0.7075,10.24390243902439,0.0,2,0.045,0.09,0.08994,977799.86,87941.75,195426.12,21204.12,1.12171,0.0
POL-2020483,Community Bank,Southeast,2020,307113,1,1.0,1557713.0,574277.0,4.120661870539474,0.60975,8.75,0.0,100,3.959,0.8,0.79945,3441695.47,2751471.81,6114381.8,5807268.8,19.90922,5.07212
POL-2020484,Insurance Carrier,Midwest,2021,924598,0,0.0,0.0,0.0,7.821723315486647,0.5562500000000001,14.285714285714285,0.0,1,0.047,0.41,0.40972,822166.7,336857.62,748572.49,-176025.51,0.80962,0.0
POL-2020485,Custodian Bank,Northeast,2023,30149173,0,0.0,0.0,0.0,9.33986750825632,0.7527499999999999,5.806451612903226,0.0,25,1.083,0.03,0.02998,1967912.77,58996.97,131104.39,-30018068.61,0.00435,0.0
POL-2020486,Community Bank,Southwest,2022,27506,0,0.0,0.0,0.0,4.552823705615882,0.66925,30.96774193548387,0.0,1,0.033,0.02,0.01999,337351.0,6742.4,14983.12,-12522.88,0.54472,0.0
POL-2020487,Community Bank,Southwest,2020,789385,0,0.0,0.0,0.0,4.341204640153626,0.621,20.88235294117647,0.6931471805599453,250,4.819,0.35,0.34976,890155.23,311341.08,691869.07,-97515.93,0.87647,0.0
POL-2020488,Insurance Carrier,Southeast,2024,4464384,0,0.0,0.0,0.0,8.307089253609831,0.29025,19.999999999999996,1.0986122886681098,5,0.03,0.07,0.06995,1615847.57,113031.91,251182.02,-4213201.98,0.05626,0.0
POL-2020489,Community Bank,Southeast,2020,90441,0,0.0,0.0,0.0,4.676560182074764,0.8385000000000001,7.1875,0.0,5,0.169,0.01,0.00999,3655170.23,36526.68,81170.41,-9270.59,0.8975,0.0
POL-2020490,Community Bank,Midwest,2020,306165,0,0.0,0.0,0.0,5.080783053998338,0.80025,10.277777777777777,0.0,15,0.369,0.04,0.03997,589770.07,23574.66,52388.12,-253776.88,0.17111,0.0
POL-2020491,Insurance Carrier,National,2022,677321,0,0.0,0.0,0.0,7.328174678872112,0.8155000000000001,6.585365853658537,0.0,1,0.025,0.09,0.08994,3604246.68,324160.17,720355.94,43034.94,1.06354,0.0
POL-2020492,Community Bank,National,2024,61175,0,0.0,0.0,0.0,4.11414718951828,0.75425,4.615384615384615,0.0,5,0.067,0.02,0.01999,1092634.44,21837.73,48528.29,-12646.71,0.79327,0.0
POL-2020493,Regional Bank,West,2020,591676,0,0.0,0.0,0.0,6.462717395754149,0.8800000000000002,20.666666666666668,0.0,5,0.22,0.05,0.04997,595945.72,29776.89,66170.87,-525505.13,0.11184,0.0
POL-2020494,Community Bank,Northeast,2023,192864,0,0.0,0.0,0.0,4.345103280569283,0.7430000000000001,31.75,0.0,25,0.296,0.13,0.12991,318607.89,41390.68,91979.28,-100884.72,0.47691,0.0
POL-2020495,Hedge Fund,Northeast,2023,1663373,0,0.0,0.0,0.0,6.4337436283388625,0.44,8.484848484848484,0.6931471805599453,15,0.341,0.06,0.05996,332957.43,19963.77,44363.94,-1619009.06,0.02667,0.0
POL-2020496,Community Bank,West,2020,90694,0,0.0,0.0,0.0,3.7471483622379123,0.73475,69.16666666666667,0.0,25,1.028,0.09,0.08994,165964.91,14926.62,33170.26,-57523.74,0.36574,0.0
POL-2020497,Community Bank,Northeast,2023,32425,1,1.0,51495.0,13437.0,4.1588830833596715,0.8045000000000001,7.8571428571428585,0.6931471805599453,2,0.043,0.66,0.65955,305398.45,201425.01,447611.14,415186.14,13.80451,1.58813
POL-2020498,Regional Bank,National,2021,812311,0,0.0,0.0,0.0,6.222377835686553,0.8624999999999999,22.36842105263158,0.0,10,0.268,0.13,0.12991,4597832.11,597309.06,1327353.46,515042.46,1.63405,0.0
POL-2020499,Regional Bank,National,2021,445947,1,2.0,1655752.0,181539.0,7.146614686736349,0.62975,12.0,0.6931471805599453,1,0.025,0.71,0.70951,2704897.43,1919162.68,4264805.96,3818858.96,9.56348,3.71289
POL-2020500,National Bank,Northeast,2023,78073011,0,0.0,0.0,0.0,9.141022447665286,0.7787499999999999,11.176470588235295,0.0,100,2.827,0.04,0.03997,2062767.92,82454.24,183231.65,-77889779.35,0.00235,0.0
POL-2020501,Community Bank,Southeast,2024,142318,0,0.0,0.0,0.0,4.2626798770413155,0.739,50.9375,0.0,15,0.294,0.06,0.05996,834862.94,50057.49,111238.87,-31079.13,0.78162,0.0
POL-2020502,Credit Union,Northeast,2024,32801,0,0.0,0.0,0.0,3.7954891891721947,0.8782500000000001,10.0,0.0,5,0.238,0.04,0.03997,485326.73,19399.78,43110.63,10309.63,1.31431,0.0
POL-2020503,Broker-Dealer,National,2020,459080,1,2.0,143575.0,56962.0,6.35905470278722,0.67975,20.588235294117645,0.0,2,0.097,0.7,0.69952,1118782.06,782611.41,1739136.47,1280056.47,3.78831,0.31275
POL-2020504,Credit Union,Southwest,2022,323404,0,0.0,0.0,0.0,5.133442723357803,0.77425,2.424242424242424,0.6931471805599453,25,0.925,0.04,0.03997,651795.42,26053.97,57897.71,-265506.29,0.17903,0.0
POL-2020505,Community Bank,Midwest,2024,194475,0,0.0,0.0,0.0,4.51085950651685,0.6692500000000001,5.5,0.0,25,0.992,0.01,0.00999,707103.32,7066.19,15702.65,-178772.35,0.08074,0.0
POL-2020506,Regional Bank,Northeast,2022,1015420,0,0.0,0.0,0.0,6.474199290707447,0.84525,3.235294117647059,1.0986122886681098,10,0.322,0.03,0.02998,636745.61,19089.29,42420.65,-972999.35,0.04178,0.0
POL-2020507,Fintech-Payments,Southeast,2022,1061060,0,0.0,0.0,0.0,5.995705541365236,0.8975000000000001,4.565217391304349,0.0,10,0.101,0.0,0.0,1704773.76,0.0,0.0,-1061060.0,0.0,0.0
POL-2020508,Regional Bank,Northeast,2022,186318,0,0.0,0.0,0.0,5.7439642642890325,0.8055,7.2727272727272725,0.0,2,0.065,0.01,0.00999,604165.75,6037.52,13416.72,-172901.28,0.07201,0.0
POL-2020509,Regional Bank,West,2022,300699,0,0.0,0.0,0.0,5.243333058215277,0.7175,4.857142857142857,0.0,10,0.263,0.28,0.27981,2517489.52,704414.59,1565365.75,1264666.75,5.20576,0.0
POL-2020510,National Bank,Northeast,2020,263316177,0,0.0,0.0,0.0,9.823431928112504,0.6832499999999999,13.823529411764707,0.6931471805599453,250,10.39,0.14,0.1399,640790.87,89649.32,199220.71,-263116956.29,0.00076,0.0
POL-2020511,Credit Union,Midwest,2023,48343,1,1.0,2089807.0,626861.0,3.8199077165203406,0.7555,7.575757575757575,0.0,10,0.351,0.64,0.63956,1233220.7,788721.03,1752713.39,1704370.39,36.25578,43.22874
POL-2020512,Community Bank,West,2020,1783868,0,0.0,0.0,0.0,4.970507503005476,0.75175,38.75,0.0,500,9.283,0.17,0.16988,2662925.48,452387.48,1005305.51,-778562.49,0.56355,0.0
POL-2020513,Fintech-Payments,National,2021,86704,1,1.0,2408909.0,1558982.0,4.90527477843843,0.7242500000000001,5.454545454545454,0.0,1,0.048,0.77,0.76947,1097626.22,844593.7,1876874.88,1790170.88,21.64692,27.78314
POL-2020514,National Bank,Southeast,2023,256314825,0,0.0,0.0,0.0,9.786071324597568,0.84025,18.684210526315788,0.0,250,4.34,0.02,0.01999,7189337.18,143688.33,319307.39,-255995517.61,0.00125,0.0
POL-2020515,Broker-Dealer,West,2024,403054,0,0.0,0.0,0.0,6.62685019080938,0.75975,3.6,0.0,1,0.025,0.14,0.1399,2563149.27,358595.28,796878.41,393824.41,1.9771,0.0
POL-2020516,National Bank,Southeast,2021,84396080,0,0.0,0.0,0.0,10.174765815162232,0.6852499999999999,17.105263157894736,0.0,25,1.185,0.06,0.05996,2812570.78,168638.74,374752.76,-84021327.24,0.00444,0.0
POL-2020517,Broker-Dealer,National,2023,172400,0,0.0,0.0,0.0,5.517051209373546,0.7100000000000001,9.032258064516128,1.3862943611198906,2,0.051,0.14,0.1399,4672518.85,653704.9,1452677.55,1280277.55,8.4262,0.0
POL-2020518,Credit Union,Northeast,2021,77627,0,0.0,0.0,0.0,4.497584975308154,0.86275,1.3888888888888888,0.6931471805599453,5,0.127,0.09,0.08994,506858.61,45586.05,101302.34,23675.34,1.30499,0.0
POL-2020519,Insurance Carrier,West,2021,4747031,0,0.0,0.0,0.0,8.190714849055729,0.56125,49.99999999999999,0.0,10,0.104,0.13,0.12991,876663.75,113888.28,253085.07,-4493945.93,0.05331,0.0
POL-2020520,Insurance Carrier,Southeast,2020,28961391,0,0.0,0.0,0.0,8.77735503232853,0.58175,6.521739130434782,0.0,50,0.306,0.06,0.05996,2493531.13,149509.46,332243.25,-28629147.75,0.01147,0.0
POL-2020521,Broker-Dealer,Midwest,2020,8101776,0,0.0,0.0,0.0,7.054363298618227,0.68925,34.871794871794876,0.0,100,2.32,0.06,0.05996,11101849.25,665655.03,1479233.39,-6622542.61,0.18258,0.0
POL-2020522,Fintech-Lending,Northeast,2023,282581,1,1.0,16035.0,2998.0,5.0363030408448335,0.679,35.38461538461539,0.0,10,0.132,0.32,0.31978,837512.69,267820.62,595156.94,312575.94,2.10615,0.05674
POL-2020523,Regional Bank,Northeast,2021,660612,1,1.0,5228209.0,1105791.0,6.140961558253893,0.773,4.444444444444444,0.0,10,0.35,0.74,0.73949,7443597.9,5504492.25,12232204.99,11571592.99,18.51647,7.91419
